sale_ref,customer_id,customer_name,region,sale_date,item,quantity,unit_price,line_total,status,outcome
SO-005445,223,Blue Ridge Foods GmbH,APAC,2026-08-16,Forklift battery,16,91.15,1458.40,completed,completed
SO-005842,1,Harbourline Logistics Ltd,EMEA,2026-08-16,Strapping machine,13,521.36,6777.68,completed,completed
SO-005734,127,Kestrel Freight Inc,LATAM,2026-08-16,Pallet rack,5,283.67,1418.35,completed,completed
SO-005688,125,Summit Freight SA,North America,2026-08-16,Strapping machine,9,901.83,8116.47,cancelled,at_risk
SO-005419,208,Granite Logistics BV,APAC,2026-08-16,Weighing station,15,894.99,13424.85,cancelled,at_risk
SO-005258,453,Silverbrook Analytics BV,APAC,2026-08-16,Pallet rack,4,940.25,3761.00,completed,completed
SO-005244,67,Kestrel Textiles BV,LATAM,2026-08-16,Pallet rack,15,106.60,1599.00,completed,completed
SO-005709,317,Ravensgate Robotics Ltd,LATAM,2026-08-16,Barcode scanner,5,922.84,4614.20,pending,at_risk
SO-005780,119,Windermere Robotics SA,UK & Ireland,2026-08-16,Cold-chain container,1,508.38,508.38,completed,completed
SO-005720,157,Ravensgate Ceramics SA,LATAM,2026-08-17,Pallet rack,16,165.10,2641.60,completed,completed
SO-005786,1,Harbourline Logistics Ltd,EMEA,2026-08-17,Strapping machine,7,465.22,3256.54,completed,completed
SO-005502,56,Marlowe Analytics Inc,EMEA,2026-08-17,Shrink wrapper,23,600.02,13800.46,pending,at_risk
SO-005486,80,Northwind Medical GmbH,North America,2026-08-17,Cold-chain container,7,406.33,2844.31,completed,completed
SO-005500,165,Summit Instruments Inc,North America,2026-08-17,Cold-chain container,21,419.25,8804.25,completed,completed
SO-005846,1,Harbourline Logistics Ltd,EMEA,2026-08-17,Pallet rack,17,254.50,4326.50,completed,completed
SO-005964,470,Foxglove Textiles SA,North America,2026-08-17,Shrink wrapper,10,726.92,7269.20,completed,completed
SO-005591,5,Summit Logistics Ltd,North America,2026-08-17,Handheld terminal,12,28.56,342.72,completed,completed
SO-005873,62,Cedarcrest Textiles Inc,LATAM,2026-08-17,Sorting arm,19,87.09,1654.71,completed,completed
SO-005376,444,Ironvale Analytics Inc,UK & Ireland,2026-08-17,Shrink wrapper,22,218.47,4806.34,completed,completed
SO-005380,7,Kestrel Logistics GmbH,LATAM,2026-08-17,Strapping machine,1,66.10,66.10,completed,completed
SO-005330,224,Ironvale Foods SA,UK & Ireland,2026-08-17,Label printer,1,451.99,451.99,completed,completed
SO-005577,300,Northwind Robotics SA,North America,2026-08-17,Handheld terminal,23,110.88,2550.24,completed,completed
SO-005872,5,Summit Logistics Ltd,North America,2026-08-17,Safety cage,18,500.60,9010.80,completed,completed
SO-005293,6,Lakeshore Logistics Ltd,EMEA,2026-08-17,Weighing station,14,717.31,10042.34,pending,at_risk
SO-005519,1,Harbourline Logistics Ltd,EMEA,2026-08-17,Tote bin,15,557.71,8365.65,cancelled,at_risk
SO-005662,1,Harbourline Logistics Ltd,EMEA,2026-08-17,Safety cage,8,830.78,6646.24,cancelled,at_risk
SO-005746,354,Alderway Ceramics Ltd,UK & Ireland,2026-08-17,Safety cage,17,901.82,15330.94,completed,completed
SO-005951,1,Harbourline Logistics Ltd,EMEA,2026-08-17,Weighing station,22,546.30,12018.60,cancelled,at_risk
SO-005368,6,Lakeshore Logistics Ltd,EMEA,2026-08-17,Safety cage,14,484.67,6785.38,cancelled,at_risk
SO-005742,14,Alderway Logistics SA,UK & Ireland,2026-08-17,Dock leveller,13,799.22,10389.86,cancelled,at_risk
SO-005970,1,Harbourline Logistics Ltd,EMEA,2026-08-17,Safety cage,16,605.91,9694.56,cancelled,at_risk
SO-005354,216,Marlowe Logistics Ltd,EMEA,2026-08-17,Safety cage,25,439.79,10994.75,completed,completed
SO-005757,3,Blue Ridge Logistics Ltd,APAC,2026-08-17,Tote bin,3,707.42,2122.26,completed,completed
SO-005722,12,Pinehurst Logistics GmbH,LATAM,2026-08-17,Label printer,18,463.64,8345.52,completed,completed
SO-005855,4,Ironvale Logistics Ltd,UK & Ireland,2026-08-17,Tote bin,1,528.67,528.67,completed,completed
SO-005234,433,Silverbrook Foods GmbH,APAC,2026-08-17,Cold-chain container,5,370.21,1851.05,completed,completed
SO-005921,372,Pinehurst Instruments Inc,LATAM,2026-08-17,Forklift battery,17,956.45,16259.65,pending,at_risk
SO-005281,24,Ironvale Foods Inc,UK & Ireland,2026-08-18,Tote bin,2,911.47,1822.94,completed,completed
SO-005395,18,Thistledown Logistics SA,APAC,2026-08-18,Handheld terminal,16,95.21,1523.36,completed,completed
SO-005610,129,Meridian Freight Inc,UK & Ireland,2026-08-18,Label printer,6,687.37,4124.22,completed,completed
SO-005429,208,Granite Logistics BV,APAC,2026-08-18,Barcode scanner,25,371.43,9285.75,completed,completed
SO-005255,22,Cedarcrest Foods Inc,LATAM,2026-08-18,Handheld terminal,1,391.66,391.66,completed,completed
SO-005267,121,Harbourline Freight SA,EMEA,2026-08-18,Tote bin,13,244.25,3175.25,completed,completed
SO-005790,304,Ironvale Robotics Inc,UK & Ireland,2026-08-18,Pallet rack,11,636.91,7006.01,completed,completed
SO-005962,111,Sablewood Robotics Ltd,EMEA,2026-08-18,Cold-chain container,8,70.98,567.84,completed,completed
SO-005999,223,Blue Ridge Foods GmbH,APAC,2026-08-18,Sorting arm,20,288.69,5773.80,completed,completed
SO-005483,3,Blue Ridge Logistics Ltd,APAC,2026-08-18,Conveyor belt,4,726.65,2906.60,cancelled,at_risk
SO-005540,388,Granite Chemicals Ltd,APAC,2026-08-18,Label printer,11,891.00,9801.00,completed,completed
SO-005273,5,Summit Logistics Ltd,North America,2026-08-18,Conveyor belt,19,515.84,9800.96,pending,at_risk
SO-005448,304,Ironvale Robotics Inc,UK & Ireland,2026-08-18,Dock leveller,19,163.91,3114.29,completed,completed
SO-005812,113,Silverbrook Robotics GmbH,APAC,2026-08-18,Dock leveller,8,741.18,5929.44,completed,completed
SO-005718,175,Copperfield Instruments Ltd,North America,2026-08-18,Safety cage,14,682.76,9558.64,pending,at_risk
SO-005495,142,Cedarcrest Ceramics Ltd,LATAM,2026-08-18,Sorting arm,16,653.80,10460.80,cancelled,at_risk
SO-005905,1,Harbourline Logistics Ltd,EMEA,2026-08-18,Barcode scanner,1,194.96,194.96,completed,completed
SO-005383,121,Harbourline Freight SA,EMEA,2026-08-18,Sorting arm,4,316.77,1267.08,completed,completed
SO-005815,414,Alderway Logistics BV,UK & Ireland,2026-08-18,Handheld terminal,11,672.68,7399.48,pending,at_risk
SO-005567,17,Ravensgate Logistics SA,LATAM,2026-08-18,Conveyor belt,13,601.84,7823.92,completed,completed
SO-005525,102,Cedarcrest Robotics BV,LATAM,2026-08-18,Conveyor belt,21,335.16,7038.36,pending,at_risk
SO-005546,87,Kestrel Medical SA,LATAM,2026-08-18,Dock leveller,17,891.04,15147.68,cancelled,at_risk
SO-005453,1,Harbourline Logistics Ltd,EMEA,2026-08-18,Sorting arm,24,124.73,2993.52,completed,completed
SO-005925,26,Lakeshore Foods Inc,EMEA,2026-08-18,Tote bin,21,741.32,15567.72,cancelled,at_risk
SO-005979,77,Ravensgate Textiles GmbH,LATAM,2026-08-19,Weighing station,25,474.81,11870.25,cancelled,at_risk
SO-005542,203,Blue Ridge Logistics BV,APAC,2026-08-19,Cold-chain container,13,710.13,9231.69,completed,completed
SO-005388,18,Thistledown Logistics SA,APAC,2026-08-19,Cold-chain container,9,267.40,2406.60,completed,completed
SO-005409,101,Harbourline Robotics BV,EMEA,2026-08-19,Handheld terminal,5,774.94,3874.70,pending,at_risk
SO-005664,21,Harbourline Foods Inc,EMEA,2026-08-19,Pallet rack,10,66.64,666.40,completed,completed
SO-005416,75,Copperfield Textiles Ltd,North America,2026-08-19,Cold-chain container,12,946.69,11360.28,cancelled,at_risk
SO-005822,205,Summit Logistics BV,North America,2026-08-19,Cold-chain container,18,398.94,7180.92,completed,completed
SO-005753,42,Cedarcrest Analytics GmbH,LATAM,2026-08-19,Forklift battery,24,387.26,9294.24,pending,at_risk
SO-005991,5,Summit Logistics Ltd,North America,2026-08-19,Forklift battery,12,780.86,9370.32,cancelled,at_risk
SO-005684,473,Silverbrook Textiles SA,APAC,2026-08-19,Shrink wrapper,5,274.84,1374.20,completed,completed
SO-005944,208,Granite Logistics BV,APAC,2026-08-19,Pallet rack,15,40.66,609.90,completed,completed
SO-005265,101,Harbourline Robotics BV,EMEA,2026-08-19,Weighing station,11,750.80,8258.80,pending,at_risk
SO-005930,1,Harbourline Logistics Ltd,EMEA,2026-08-19,Pallet rack,1,487.32,487.32,completed,completed
SO-005894,35,Copperfield Foods Ltd,North America,2026-08-19,Shrink wrapper,15,583.57,8753.55,pending,at_risk
SO-005487,161,Harbourline Instruments Inc,EMEA,2026-08-19,Forklift battery,8,205.03,1640.24,completed,completed
SO-005654,115,Copperfield Robotics GmbH,North America,2026-08-19,Cold-chain container,25,504.13,12603.25,pending,at_risk
SO-005386,462,Cedarcrest Textiles GmbH,LATAM,2026-08-19,Label printer,7,136.30,954.10,completed,completed
SO-005859,99,Windermere Medical BV,UK & Ireland,2026-08-19,Sorting arm,5,222.79,1113.95,completed,completed
SO-005250,34,Alderway Foods BV,UK & Ireland,2026-08-19,Shrink wrapper,21,474.59,9966.39,pending,at_risk
SO-005572,6,Lakeshore Logistics Ltd,EMEA,2026-08-19,Shrink wrapper,18,425.55,7659.90,completed,completed
SO-005249,45,Summit Analytics GmbH,North America,2026-08-19,Forklift battery,20,227.59,4551.80,completed,completed
SO-005443,3,Blue Ridge Logistics Ltd,APAC,2026-08-19,Barcode scanner,14,419.14,5867.96,cancelled,at_risk
SO-005832,1,Harbourline Logistics Ltd,EMEA,2026-08-19,Pallet rack,3,829.02,2487.06,completed,completed
SO-005456,246,Lakeshore Analytics Ltd,EMEA,2026-08-20,Label printer,2,101.39,202.78,completed,completed
SO-005902,240,Northwind Analytics BV,North America,2026-08-20,Pallet rack,23,86.25,1983.75,completed,completed
SO-005993,234,Alderway Foods Inc,UK & Ireland,2026-08-20,Weighing station,14,314.10,4397.40,completed,completed
SO-005344,242,Cedarcrest Analytics BV,LATAM,2026-08-20,Label printer,15,579.42,8691.30,cancelled,at_risk
SO-005839,160,Northwind Instruments SA,North America,2026-08-20,Weighing station,10,689.86,6898.60,completed,completed
SO-005825,3,Blue Ridge Logistics Ltd,APAC,2026-08-20,Weighing station,21,762.33,16008.93,completed,completed
SO-005682,4,Ironvale Logistics Ltd,UK & Ireland,2026-08-20,Cold-chain container,3,42.63,127.89,completed,completed
SO-005237,11,Sablewood Logistics GmbH,EMEA,2026-08-20,Weighing station,8,693.63,5549.04,cancelled,at_risk
SO-005953,84,Ironvale Medical SA,UK & Ireland,2026-08-20,Tote bin,24,316.14,7587.36,cancelled,at_risk
SO-005458,21,Harbourline Foods Inc,EMEA,2026-08-20,Cold-chain container,4,60.29,241.16,completed,completed
SO-005874,13,Silverbrook Logistics GmbH,APAC,2026-08-20,Pallet rack,20,775.64,15512.80,cancelled,at_risk
SO-005245,204,Ironvale Logistics BV,UK & Ireland,2026-08-20,Conveyor belt,16,127.09,2033.44,completed,completed
SO-005464,23,Blue Ridge Foods Inc,APAC,2026-08-20,Strapping machine,10,351.30,3513.00,cancelled,at_risk
SO-005535,310,Foxglove Robotics BV,North America,2026-08-20,Handheld terminal,6,884.83,5308.98,cancelled,at_risk
SO-005723,439,Windermere Foods SA,UK & Ireland,2026-08-20,Barcode scanner,19,208.29,3957.51,completed,completed
SO-005466,11,Sablewood Logistics GmbH,EMEA,2026-08-20,Safety cage,12,73.99,887.88,completed,completed
SO-005496,293,Silverbrook Medical GmbH,APAC,2026-08-20,Pallet rack,17,569.39,9679.63,completed,completed
SO-005447,6,Lakeshore Logistics Ltd,EMEA,2026-08-20,Weighing station,18,541.08,9739.44,pending,at_risk
SO-005669,115,Copperfield Robotics GmbH,North America,2026-08-20,Forklift battery,15,624.03,9360.45,completed,completed
SO-005774,1,Harbourline Logistics Ltd,EMEA,2026-08-20,Safety cage,20,684.86,13697.20,cancelled,at_risk
SO-005799,100,Northwind Robotics BV,North America,2026-08-20,Tote bin,20,106.83,2136.60,completed,completed
SO-005418,26,Lakeshore Foods Inc,EMEA,2026-08-20,Shrink wrapper,14,177.63,2486.82,completed,completed
SO-005430,6,Lakeshore Logistics Ltd,EMEA,2026-08-20,Cold-chain container,1,908.13,908.13,completed,completed
SO-005726,52,Pinehurst Analytics SA,LATAM,2026-08-20,Shrink wrapper,22,220.74,4856.28,cancelled,at_risk
SO-005387,1,Harbourline Logistics Ltd,EMEA,2026-08-20,Barcode scanner,8,768.54,6148.32,pending,at_risk
SO-005770,345,Summit Ceramics BV,North America,2026-08-20,Dock leveller,16,638.14,10210.24,pending,at_risk
SO-005628,1,Harbourline Logistics Ltd,EMEA,2026-08-20,Shrink wrapper,24,905.47,21731.28,cancelled,at_risk
SO-005504,81,Harbourline Medical GmbH,EMEA,2026-08-20,Dock leveller,25,798.52,19963.00,completed,completed
SO-005806,21,Harbourline Foods Inc,EMEA,2026-08-20,Label printer,2,437.02,874.04,completed,completed
SO-005609,1,Harbourline Logistics Ltd,EMEA,2026-08-20,Conveyor belt,5,760.09,3800.45,pending,at_risk
SO-005491,24,Ironvale Foods Inc,UK & Ireland,2026-08-20,Tote bin,12,630.01,7560.12,pending,at_risk
SO-005485,84,Ironvale Medical SA,UK & Ireland,2026-08-20,Barcode scanner,6,226.11,1356.66,completed,completed
SO-005413,246,Lakeshore Analytics Ltd,EMEA,2026-08-20,Conveyor belt,9,801.48,7213.32,pending,at_risk
SO-005270,57,Ravensgate Analytics Inc,LATAM,2026-08-21,Safety cage,16,726.83,11629.28,cancelled,at_risk
SO-005290,110,Foxglove Robotics Ltd,North America,2026-08-21,Cold-chain container,11,786.19,8648.09,completed,completed
SO-005814,107,Kestrel Robotics Ltd,LATAM,2026-08-21,Strapping machine,10,489.71,4897.10,completed,completed
SO-005792,3,Blue Ridge Logistics Ltd,APAC,2026-08-21,Label printer,13,455.53,5921.89,cancelled,at_risk
SO-005516,1,Harbourline Logistics Ltd,EMEA,2026-08-21,Shrink wrapper,12,190.82,2289.84,pending,at_risk
SO-005640,483,Blue Ridge Medical BV,APAC,2026-08-21,Cold-chain container,11,289.12,3180.32,completed,completed
SO-005643,1,Harbourline Logistics Ltd,EMEA,2026-08-21,Weighing station,14,572.03,8008.42,pending,at_risk
SO-005985,1,Harbourline Logistics Ltd,EMEA,2026-08-21,Sorting arm,6,634.25,3805.50,completed,completed
SO-005776,260,Northwind Textiles SA,North America,2026-08-21,Pallet rack,22,956.26,21037.72,completed,completed
SO-005278,1,Harbourline Logistics Ltd,EMEA,2026-08-21,Shrink wrapper,24,764.27,18342.48,completed,completed
SO-005928,213,Silverbrook Logistics Ltd,APAC,2026-08-21,Safety cage,24,132.10,3170.40,completed,completed
SO-005986,1,Harbourline Logistics Ltd,EMEA,2026-08-21,Pallet rack,7,43.73,306.11,completed,completed
SO-005860,436,Marlowe Foods SA,EMEA,2026-08-21,Pallet rack,6,218.27,1309.62,completed,completed
SO-005547,437,Ravensgate Foods SA,LATAM,2026-08-21,Tote bin,18,500.01,9000.18,completed,completed
SO-005599,86,Lakeshore Medical SA,EMEA,2026-08-21,Forklift battery,20,818.47,16369.40,pending,at_risk
SO-005789,193,Silverbrook Chemicals SA,APAC,2026-08-21,Sorting arm,10,744.99,7449.90,completed,completed
SO-005630,229,Meridian Foods SA,UK & Ireland,2026-08-21,Dock leveller,1,307.60,307.60,completed,completed
SO-005544,32,Pinehurst Foods BV,LATAM,2026-08-21,Shrink wrapper,15,69.26,1038.90,completed,completed
SO-005549,73,Silverbrook Textiles Ltd,APAC,2026-08-21,Handheld terminal,20,570.85,11417.00,completed,completed
SO-005596,318,Thistledown Robotics Ltd,APAC,2026-08-21,Label printer,17,386.31,6567.27,pending,at_risk
SO-005680,422,Cedarcrest Foods Ltd,LATAM,2026-08-21,Label printer,1,273.00,273.00,completed,completed
SO-005378,21,Harbourline Foods Inc,EMEA,2026-08-21,Dock leveller,24,404.77,9714.48,cancelled,at_risk
SO-005235,158,Thistledown Ceramics SA,APAC,2026-08-21,Forklift battery,6,847.28,5083.68,completed,completed
SO-005581,6,Lakeshore Logistics Ltd,EMEA,2026-08-21,Conveyor belt,2,701.06,1402.12,completed,completed
SO-005672,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Dock leveller,18,344.78,6206.04,completed,completed
SO-005579,72,Pinehurst Textiles Ltd,LATAM,2026-08-22,Sorting arm,25,925.74,23143.50,completed,completed
SO-005800,352,Pinehurst Ceramics Ltd,LATAM,2026-08-22,Strapping machine,21,526.62,11059.02,cancelled,at_risk
SO-005977,269,Meridian Textiles Inc,UK & Ireland,2026-08-22,Forklift battery,23,701.15,16126.45,completed,completed
SO-005798,188,Granite Chemicals GmbH,APAC,2026-08-22,Dock leveller,19,709.61,13482.59,pending,at_risk
SO-005987,210,Foxglove Logistics Ltd,North America,2026-08-22,Conveyor belt,8,283.85,2270.80,completed,completed
SO-005257,7,Kestrel Logistics GmbH,LATAM,2026-08-22,Sorting arm,3,758.62,2275.86,completed,completed
SO-005571,13,Silverbrook Logistics GmbH,APAC,2026-08-22,Forklift battery,17,162.85,2768.45,cancelled,at_risk
SO-005533,457,Ravensgate Analytics Ltd,LATAM,2026-08-22,Tote bin,4,452.07,1808.28,completed,completed
SO-005254,27,Kestrel Foods Inc,LATAM,2026-08-22,Strapping machine,25,93.22,2330.50,pending,at_risk
SO-005852,36,Marlowe Foods Ltd,EMEA,2026-08-22,Shrink wrapper,23,312.73,7192.79,completed,completed
SO-005946,9,Meridian Logistics GmbH,UK & Ireland,2026-08-22,Label printer,17,801.11,13618.87,pending,at_risk
SO-005864,481,Harbourline Medical Inc,EMEA,2026-08-22,Cold-chain container,10,317.36,3173.60,completed,completed
SO-005302,296,Marlowe Medical SA,EMEA,2026-08-22,Label printer,23,649.07,14928.61,completed,completed
SO-005404,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Shrink wrapper,25,251.17,6279.25,pending,at_risk
SO-006009,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Tote bin,5,821.47,4107.35,pending,at_risk
SO-005766,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Cold-chain container,12,776.81,9321.72,cancelled,at_risk
SO-005248,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Cold-chain container,19,629.80,11966.20,pending,at_risk
SO-005625,414,Alderway Logistics BV,UK & Ireland,2026-08-22,Barcode scanner,21,837.86,17595.06,cancelled,at_risk
SO-005268,140,Northwind Ceramics Ltd,North America,2026-08-22,Strapping machine,14,597.05,8358.70,completed,completed
SO-005473,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Forklift battery,19,878.92,16699.48,cancelled,at_risk
SO-005283,5,Summit Logistics Ltd,North America,2026-08-22,Handheld terminal,4,672.27,2689.08,completed,completed
SO-005590,2,Cedarcrest Logistics Ltd,LATAM,2026-08-22,Strapping machine,11,137.33,1510.63,completed,completed
SO-005528,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Cold-chain container,24,139.03,3336.72,completed,completed
SO-005364,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Dock leveller,10,303.11,3031.10,completed,completed
SO-005887,1,Harbourline Logistics Ltd,EMEA,2026-08-22,Sorting arm,8,441.23,3529.84,completed,completed
SO-005573,205,Summit Logistics BV,North America,2026-08-22,Weighing station,19,303.22,5761.18,cancelled,at_risk
SO-005280,14,Alderway Logistics SA,UK & Ireland,2026-08-22,Dock leveller,1,47.79,47.79,completed,completed
SO-005284,1,Harbourline Logistics Ltd,EMEA,2026-08-23,Safety cage,5,294.29,1471.45,completed,completed
SO-005461,278,Thistledown Textiles BV,APAC,2026-08-23,Weighing station,7,696.60,4876.20,completed,completed
SO-005701,499,Windermere Medical GmbH,UK & Ireland,2026-08-23,Tote bin,22,833.27,18331.94,cancelled,at_risk
SO-005788,398,Thistledown Chemicals GmbH,APAC,2026-08-23,Safety cage,9,286.71,2580.39,completed,completed
SO-005904,5,Summit Logistics Ltd,North America,2026-08-23,Label printer,25,552.54,13813.50,cancelled,at_risk
SO-005442,350,Foxglove Ceramics Ltd,North America,2026-08-23,Label printer,13,383.77,4989.01,pending,at_risk
SO-005454,384,Ironvale Chemicals BV,UK & Ireland,2026-08-23,Pallet rack,25,684.15,17103.75,cancelled,at_risk
SO-005893,1,Harbourline Logistics Ltd,EMEA,2026-08-23,Forklift battery,14,691.81,9685.34,pending,at_risk
SO-005308,1,Harbourline Logistics Ltd,EMEA,2026-08-23,Dock leveller,4,400.64,1602.56,completed,completed
SO-005277,88,Granite Medical SA,APAC,2026-08-23,Forklift battery,23,717.51,16502.73,completed,completed
SO-005434,235,Copperfield Foods Inc,North America,2026-08-23,Dock leveller,5,308.00,1540.00,pending,at_risk
SO-005826,8,Granite Logistics GmbH,APAC,2026-08-23,Dock leveller,22,310.28,6826.16,cancelled,at_risk
SO-005262,4,Ironvale Logistics Ltd,UK & Ireland,2026-08-23,Cold-chain container,8,241.24,1929.92,completed,completed
